,ids,e_value,hit_start,hit_end,bitscore,protein_length
1029,Q8ZBI2,1.69387e-46,26,342,164.5,347
1030,B2K4G3,1.69387e-46,26,342,164.5,347
1031,Q1C3T0,1.69387e-46,26,342,164.5,347
1032,A7FM52,1.69387e-46,26,342,164.5,347
1033,B5YZD9,2.18274e-46,26,342,164.5,347
1034,Q8X984,2.18274e-46,26,342,164.5,347
1035,Q21WC4,2.29015e-46,90,348,164.5,357
1036,F6S675,2.36793e-46,173,479,167.967,512
1037,Q64TN0,2.85004e-46,1,279,162.959,303
1038,Q5LCI2,2.85004e-46,1,279,162.959,303
1039,Q2SCG9,3.52255e-46,87,331,163.729,341
1040,P57858,3.89075e-46,89,338,163.344,339
1041,Q7VL56,4.35993e-46,83,333,163.344,335
1042,Q12CT8,4.4842e-46,28,315,162.959,325
1043,Q4FS74,4.58066e-46,86,341,163.344,344
1044,A1VMA8,4.88045e-46,25,296,162.959,325
1045,P20839,5.64958e-46,175,481,167.196,514
1046,B1LG40,5.82873e-46,26,342,163.344,347
1047,A8HAF6,6.27584e-46,47,339,162.959,347
1048,P59075,8.2118e-46,48,339,163.344,362
1049,Q326D1,8.61427e-46,26,342,162.574,347
1050,B2SLB9,9.37398e-46,86,333,162.959,351
1051,A7ZHJ5,9.98616e-46,26,342,162.574,347
1052,B0TQE1,1.09813e-45,47,339,162.574,347
1053,Q3Z5Q5,1.30014e-45,26,342,162.189,347
1054,Q1RG92,1.30014e-45,26,342,162.189,347
1055,B6HZ81,1.30014e-45,26,342,162.189,347
1056,P60560,1.30014e-45,26,342,162.189,347
1057,B1IQN5,1.30014e-45,26,342,162.189,347
1058,P60561,1.30014e-45,26,342,162.189,347
1059,Q0TLN6,1.30014e-45,26,342,162.189,347
1060,A1A7E7,1.30014e-45,26,342,162.189,347
1061,A7ZW55,1.30014e-45,26,342,162.189,347
1062,B1XC80,1.30014e-45,26,342,162.189,347
1063,C4ZRJ8,1.30014e-45,26,342,162.189,347
1064,B7M145,1.30014e-45,26,342,162.189,347
1065,B7LFX2,1.30014e-45,26,342,162.189,347
1066,B7MAM6,1.30014e-45,26,342,162.189,347
1067,B7UIF3,1.30014e-45,26,342,162.189,347
1068,Q5H0N0,1.35607e-45,86,333,162.189,351
1069,Q2P3M0,1.35607e-45,86,333,162.189,351
1070,A1WJ81,1.38489e-45,90,344,162.574,360
1071,Q54QQ0,1.46832e-45,153,482,166.041,515
1072,Q32JY8,1.50715e-45,26,342,162.189,347
1073,A6VP48,1.57418e-45,90,339,161.803,340
1074,F7CYY5,1.6278e-45,175,499,166.041,515
1075,B7MNW1,1.76562e-45,26,342,161.803,347
1076,B7LWQ6,1.9621e-45,26,342,161.803,347
1077,B7N7X5,2.1125e-45,26,336,161.803,347
1078,B7NI65,2.1125e-45,26,336,161.803,347
1079,B3R4T0,2.30417e-45,90,338,161.418,344
1080,B5Y1T3,2.50096e-45,26,342,161.418,347
1081,O14344,2.50702e-45,56,510,165.655,524
1082,A0JNA3,2.57358e-45,175,481,165.27,514
1083,A6L5H1,2.84601e-45,1,291,160.263,303
1084,Q03TT0,3.3111e-45,27,300,160.648,328
1085,Q6GMG5,3.33038e-45,203,481,165.655,544
1086,A6T4P6,3.46835e-45,26,342,161.033,347
1087,Q8PLJ2,3.85195e-45,86,333,161.033,351
1088,A0M4D0,4.33733e-45,92,339,160.648,340
1089,B2U2A9,4.75917e-45,26,342,160.648,347
1090,Q0T894,7.56862e-45,26,336,160.263,347
1091,Q3BUJ7,7.97105e-45,86,333,160.263,351
1092,D3ZLZ7,8.07599e-45,175,481,164.115,514
1093,Q8P9R0,8.67211e-45,86,345,160.263,351
1094,B0RTS3,8.67211e-45,86,345,160.263,351
1095,Q4UTX5,8.67211e-45,86,345,160.263,351
1096,Q15UB7,9.23625e-45,86,332,159.877,335
1097,Q65TR8,1.07477e-44,90,339,159.877,340
1098,Q07152,1.16242e-44,192,521,164.115,537
1099,A8G9U1,1.6337e-44,26,342,159.492,347
1100,Q5RGV1,1.67728e-44,203,481,163.344,514
1101,P50096,1.67728e-44,203,481,163.344,514
1102,A9KKR5,2.05797e-44,2,287,157.951,300
1103,Q83SM9,2.08172e-44,26,336,159.107,347
1104,A8ALJ2,2.10377e-44,26,342,159.107,347
1105,Q5KP44,2.21633e-44,199,527,163.344,544
1106,Q819S5,2.25337e-44,1,282,157.951,309
1107,B7IUP4,2.25337e-44,1,282,157.951,309
1108,Q5WVN0,2.32409e-44,81,328,158.722,333
1109,A9VTC4,2.55839e-44,1,282,157.951,309
1110,P50094,2.61277e-44,57,498,162.959,524
1111,Q9PAE7,3.10177e-44,88,348,158.722,351
1112,Q6HET0,3.90588e-44,1,282,157.181,309
1113,Q636E2,3.90588e-44,1,282,157.181,309
1114,B9IVW1,3.90588e-44,1,282,157.181,309
1115,B7HLL8,3.90588e-44,1,282,157.181,309
1116,C1EPP8,3.90588e-44,1,282,157.181,309
1117,Q732I5,3.90588e-44,1,282,157.181,309
1118,B7JJX1,3.90588e-44,1,282,157.181,309
1119,Q81WF4,3.90588e-44,1,282,157.181,309
1120,C3L742,3.90588e-44,1,282,157.181,309
1121,C3P654,3.90588e-44,1,282,157.181,309
1122,A5EV79,4.15507e-44,85,331,157.951,337
1123,B1Y3C1,5.63606e-44,90,341,157.951,345
